產品類型,產品名稱,產品型號,碳標籤證書,,,,公司/團體名稱,統一編號/農畜牧登字,生產廠場/服務廠場,,,,,,碳足跡數據,宣告單位,產品生命週期各階段碳足跡比例,,,,,採用產品類別規則(PCR),
,,,證書編號,生效日期,有效期限,狀態,,,名稱(1),地址(1),名稱(2),地址(2),名稱(3),地址(3),,,原料取得,製造/服務,配送銷售,使用,廢棄回收,編號,名稱
商品,LA6716852 國光牌特級液壓油68AWS,19公升,2402710004,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路６號,大華印鐵製罐股份有限公司,高雄市仁武區仁心路227號,,,28.00kg,1桶(19L)潤滑油脂,93.73%,1.03%,1.38%,0.00%,3.86%,22-056,潤滑油脂
商品,LA8106811國光牌滑道機油68,200公升,2402710005,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路６號,台灣格瑞特工業股份有限公司屏東廠,屏東縣屏東市大溪路327、327-1號,,,300.00kg,1桶(200L)潤滑油脂,93.39%,1.43%,1.22%,0.00%,3.96%,22-056,潤滑油脂
商品,LA8246011國光牌極壓機油HD460,200公升,2402710006,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路6號,台灣格瑞特工業股份有限公司屏東廠,屏東縣屏東市大溪路327、327-1號,,,300.00kg,1桶(200L)潤滑油脂,93.24%,1.46%,1.19%,0.00%,4.11%,22-056,潤滑油脂
商品,LB5126777國光牌賽車級C3/SN全合成車用機油5W/30,1公升,2402710007,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路６號,德氏科技股份有限公司,臺南市仁德區保安路1段56巷1之1號,,,2.00kg,1瓶(1L)潤滑油脂,93.21%,2.67%,1.16%,0.00%,2.96%,22-056,潤滑油脂
商品,LB5129011國光牌超優CK4車用機油15W/40,200公升,2402710008,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路６號,台灣格瑞特工業股份有限公司屏東廠,屏東縣屏東市大溪路327、327-1號,,,300.00kg,1桶(200L)潤滑油脂,92.08%,3.01%,0.92%,0.00%,3.99%,22-056,潤滑油脂
商品,LB5168477國光牌9000 SP 車用機油 10W/40,1公升,2402710009,2024/07/13,2029/07/12,有效,台灣中油股份有限公司潤滑油事業部,19221257,台灣中油股份有限公司溶劑化學品事業部,嘉義市西區興業東路6號,德氏科技股份有限公司,臺南市仁德區保安路1段56巷1之1號,,,2.00kg,1瓶(1L)潤滑油脂,94.35%,1.24%,1.24%,0.00%,3.17%,22-056,潤滑油脂
商品,安永鱸魚精,-,2301603001,2023/08/30,2028/08/29,有效,宜蘭安永樂活股份有限公司,45103451,安永生物科技股份有限公司,高雄市彌陀區南寮路10號,立高生機股份有限公司,雲林縣土庫鎮石廟里溪心168號,宜蘭安永樂活股份有限公司,宜蘭縣蘇澳鎮中山路二段415號,1.00kg,每包鱸魚精(60毫升),41.07%,56.87%,0.22%,1.47%,0.37%,22-060,禽畜、水產動物萃取液
商品,塑膠手提盒草莓-400g,-,2400810001,2024/04/03,2029/04/02,有效,台一生態休閒農場,19257058,台一生態休閒農場,南投縣埔里鎮中山路一段176號,,,,,1.00kg,每盒400g,68.81%,30.81%,0.00%,0.33%,0.05%,22-061,生鮮水果
商品,台灣香蕉重量分享包(2入),-,2500803001,2025/08/15,2027/08/14,有效,藝隆農產有限公司,24633835,藝隆農產有限公司,屏東縣南州鄉三民路276巷80號,昌隆,屏東縣枋寮鄉大響營段一小段76號,,,314.00g,1包(200g),47.76%,16.98%,11.56%,11.69%,12.01%,22-061,生鮮水果
商品,履歷小黃瓜,600g(淨重),2400707002,2024/09/12,2029/09/11,有效,農緯果菜有限公司,56673611,農緯果菜有限公司,雲林縣西螺鎮興農西路316號,,,,,500.00g,每盒(淨重600公克),36.77%,8.18%,0.34%,53.90%,0.81%,22-065,雜糧及蔬菜
商品,履歷小黃瓜,300g(淨重),2400707001,2024/09/12,2029/09/11,有效,農緯果菜有限公司,56673611,農緯果菜有限公司,雲林縣西螺鎮興農西路316號,,,,,280.00g,每盒(淨重300公克),41.23%,7.71%,0.01%,50.38%,0.67%,22-065,雜糧及蔬菜
商品,卜特蘭石灰石水泥(散裝),-,2502523006,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,,,,,875.00kg,每公噸卜特蘭石灰石水泥(散裝),1.27%,98.73%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥I型,-,2502523010,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,853.00kg,卜特蘭水泥第I型，散裝1公噸,5.10%,94.90%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥II(MH)型,-,2502523011,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中正區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,871.00kg,卜特蘭水泥II(MH)型，散裝1公噸,6.83%,93.17%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥I型低鹼,-,2502523013,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,867.00kg,卜特蘭水泥I型低鹼，散裝1公噸,5.90%,94.10%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥II/V型,-,2502523014,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,863.00kg,卜特蘭水泥II/V型，散裝1公噸,6.42%,93.58%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥I型,-,2502523015,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,34.00kg,卜特蘭水泥I型，袋裝40公斤,4.83%,94.97%,0.00%,0.00%,0.20%,22-067,水泥
商品,卜特蘭水泥II(MH)型,-,2502523016,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,35.00kg,卜特蘭水泥II(MH)型，袋裝40公斤,7.66%,92.15%,0.00%,0.00%,0.19%,22-067,水泥
商品,卜特蘭水泥I型,-,2502523017,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,862.00kg,卜特蘭水泥I型，太空包裝1公噸,5.83%,94.12%,0.00%,0.00%,0.05%,22-067,水泥
商品,卜特蘭水泥II(MH)型,-,2502523018,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,台北發貨站/台中港發水泥貨站,基隆市中山區光華路59號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,880.00kg,卜特蘭水泥II(MH)型，太空包裝1公噸,7.60%,92.35%,0.00%,0.00%,0.05%,22-067,水泥
商品,卜特蘭水泥Ⅰ型,-,2502523002,2025/02/26,2030/02/25,有效,環球水泥股份有限公司,07568009,環球水泥股份有限公司阿蓮廠,高雄市阿蓮區崗山里崗山一街368號,,,,,39.00kg,每袋40公斤(卜特蘭水泥I型),96.10%,3.30%,0.40%,0.00%,0.20%,22-067,水泥
商品,卜特蘭水泥Ⅰ型,-,2502523001,2025/02/12,2030/02/11,有效,環球水泥股份有限公司,07568009,環球水泥股份有限公司阿蓮廠,高雄市阿蓮區崗山里崗山一街368號,,,,,964.00kg,每公噸散裝(卜特蘭水泥I型),96.30%,3.30%,0.40%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥Ⅰ型,-,2502523021,2025/06/28,2027/06/27,有效,信大水泥股份有限公司,03279507,信大水泥股份有限公司南聖湖廠,宜蘭縣蘇澳鎮中山路二段235號,,,,,37.00kg,卜特蘭水泥Ⅰ型，袋裝40kg,9.77%,90.04%,0.01%,0.00%,0.18%,22-067,水泥
商品,卜特蘭水泥第 II 型 (散裝),-,2502523005,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,亞洲水泥股份有限公司花蓮儲運站,花蓮縣花蓮市港濱36-1 號,亞洲水泥股份有限公司基隆儲運站/亞洲水泥股份有限公司台中儲運站,基隆市中山區中山三路8-2號/ 台中市梧棲區中南一路二段932號,909.00kg,每公噸卜特蘭水泥第 II 型 (散裝),1.24%,98.76%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥第 I 型(袋裝40kg),-,2502523008,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,亞洲水泥股份有限公司花蓮儲運站,花蓮縣花蓮市港濱36-1 號,亞洲水泥股份有限公司基隆儲運站/亞洲水泥股份有限公司台中儲運站/亞洲水泥股份有限公司高雄儲運站,基隆市中山區中山三路8-2號/ 台中市梧棲區中南一路二段932號/ 高雄市前鎮區大華三路16-1號,36.00kg,每袋卜特蘭水泥第 I 型(袋裝40kg),1.85%,97.98%,0.00%,0.00%,0.17%,22-067,水泥
商品,墁砌水泥 SX 型(散裝),-,2502523007,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,,,,,753.00kg,每公噸墁砌水泥 SX 型(散裝),1.23%,98.77%,0.00%,0.00%,0.00%,22-067,水泥
商品,墁砌水泥 SX 型(袋裝40kg),-,2502523004,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,,,,,30.00kg,每袋墁砌水泥 SX 型(袋裝40kg),1.96%,97.85%,0.00%,0.00%,0.19%,22-067,水泥
商品,卜特蘭水泥第 I 型(散裝),-,2502523009,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,亞洲水泥股份有限公司花蓮儲運站,花蓮縣花蓮市港濱36-1 號,亞洲水泥股份有限公司基隆儲運站/亞洲水泥股份有限公司台中儲運站/亞洲水泥股份有限公司高雄儲運站,基隆市中山區中山三路8-2號/ 台中市梧棲區中南一路二段932號/ 高雄市前鎮區大華三路16-1號,902.00kg,每公噸卜特蘭水泥第 I 型(散裝),1.25%,98.75%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥第 I 型低鹼(散裝),-,2502523003,2025/04/12,2030/04/11,有效,亞洲水泥股份有限公司,03244509,亞洲水泥股份有限公司花蓮製造廠,花蓮縣新城鄉新城村新興路125號,亞洲水泥股份有限公司花蓮儲運站,花蓮縣花蓮市港濱36-1 號,亞洲水泥股份有限公司基隆儲運站/亞洲水泥股份有限公司台中儲運站,基隆市中山區中山三路8-2號/ 台中市梧棲區中南一路二段932號,909.00kg,每公噸卜特蘭水泥第 I 型低鹼(散裝),1.24%,98.76%,0.00%,0.00%,0.00%,22-067,水泥
商品,卜特蘭水泥Ⅰ型,-,2502523019,2025/04/18,2030/04/17,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司和平分公司和平廠/台中港水泥發貨站,花蓮縣秀林鄉和平村和平263號/台中市清水區海濱里北橫七路 2 號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,花蓮水泥廠,花蓮縣花蓮市民孝里華東103號,35.00kg,卜特蘭水泥第I型，袋裝40公斤,6.85%,92.96%,0.00%,0.00%,0.19%,22-067,水泥
商品,卜特蘭水泥I型,-,2502523020,2025/05/17,2030/05/16,有效,臺灣水泥股份有限公司,11913502,台灣水泥股份有限公司和平分公司和平廠/台中港發水泥貨站,花蓮縣秀林鄉和平村和平263號/台中市清水區海濱里北橫七路 2 號,台北發貨站/花蓮水泥廠,基隆市中山區光華路59號/花蓮市民孝里華東103號,安平港水泥發貨站/高雄港水泥發貨站,臺南市南區新港路 23 巷 6 號/高雄市前鎮區大華三路 12 號,901.00kg,卜特蘭水泥I型，散裝1公噸,4.92%,95.08%,0.00%,0.00%,0.00%,22-067,水泥
服務,一般公共行政事務網路申辦服務-家電節能補助申辦服務,-,2516312002,2025/06/03,2027/06/02,有效,宏華國際股份有限公司,54160714,宏華國際股份有限公司板橋總部,新北市板橋區民族路168號,宏華國際股份有限公司永和客服中心,新北市永和區永利路322巷29號,,,101.00g,每件網路申辦服務(一般公共行政事務網路申辦服務-家電節能補助申辦服務),11.49%,88.51%,0.00%,0.00%,0.00%,23-003,一般公共行政事務網路申辦服務
服務,網路應用服務,電子發票導入服務,2416312002,2024/06/12,2029/06/11,有效,關貿網路股份有限公司,97162640,南港機房,臺北市南港區三重路19之13號6樓,太平備援機房,臺中市太平區永平路三段85號4樓,,,140.00mg,每件線上平台服務(每傳輸電子發票一筆資料),0.00%,99.97%,0.00%,0.00%,0.03%,23-007,線上應用程式與雲端運算服務
服務,網路應用服務,EZWay 易利委,2416312003,2024/06/12,2029/06/11,有效,關貿網路股份有限公司,97162640,南港機房,臺北市南港區三重路19之13號6樓,太平備援機房,臺中市太平區永平路三段85號4樓,,,6.00g,每件 APP 服務(每成案一件 EZWay 易利委),0.00%,99.97%,0.00%,0.00%,0.03%,23-007,線上應用程式與雲端運算服務
商品,克寧100％純生乳奶粉 罐裝/1.35kg,-,2400402002,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,15.00kg,每罐克寧100％純生乳奶粉 罐裝/1.35kg(毛重1.64公斤) (以65℃之溫水沖泡),93.44%,0.56%,2.34%,3.44%,0.22%,23-008,食用乳粉
商品,克寧100％純生乳奶粉 罐裝/2.2kg,-,2400402001,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,24.00kg,每罐克寧100％純生乳奶粉 罐裝/2.2kg(毛重2.59公斤) (以65℃之溫水沖泡),93.82%,0.39%,2.23%,3.47%,0.09%,23-008,食用乳粉
商品,克寧100％純生乳奶粉 罐裝/800g,-,2400402003,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,9.00kg,每罐克寧100％純生乳奶粉 罐裝/800g(毛重0.99公斤) (以65℃之溫水沖泡),93.54%,0.74%,2.22%,3.39%,0.11%,23-008,食用乳粉
商品,克寧100％純生乳奶粉 隨手包12x36g,-,2400402004,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,600.00g,每包克寧100％純生乳奶粉 隨手包 12x36g(毛重0.04公斤) (以65℃之溫水沖泡),67.35%,2.34%,1.55%,28.49%,0.27%,23-008,食用乳粉
商品,克寧100％紐西蘭奶粉 罐裝/2.5kg,-,2400402005,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,26.00kg,每罐克寧100％紐西蘭奶粉 罐裝/2.5kg(毛重2.89公斤)(以65℃之溫水沖泡),94.71%,0.37%,1.77%,3.07%,0.08%,23-008,食用乳粉
商品,克寧晚安奶粉 罐裝/750g,-,2400402006,2024/07/02,2029/07/01,有效,台灣雀巢股份有限公司,20683002,廣吉食品股份有限公司(後壁廠),臺南市後壁區菁豐里崩埤1-65號,,,,,8.00kg,每罐克寧晚安奶粉 罐裝/750g(毛重0.94公斤) (以65℃之溫水沖泡),93.14%,0.80%,2.42%,3.48%,0.16%,23-008,食用乳粉
商品,可樂果原味,72g,2401904001,2024/04/02,2029/04/01,有效,聯華食品工業股份有限公司,07569627,聯華食品工業股份有限公司桃園廠,桃園市龜山區頂湖一街18號,,,,,220.00g,每包(72g),89.22%,9.49%,0.16%,0.00%,1.13%,23-005,膨化食品
商品,卡迪那95℃鮮脆薯條鹽味,60g×10包,2401904002,2024/04/02,2029/04/01,有效,聯華食品工業股份有限公司,07569627,聯華食品工業股份有限公司桃園廠,桃園市龜山區頂湖一街18號,,,,,4.00kg,每箱(每包60g×10包),84.67%,14.36%,0.05%,0.00%,0.92%,23-005,膨化食品
商品,穀物食品,【喜瑞爾】活力五彩球 160g,2501904004,2025/08/11,2027/08/10,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司台中港廠,臺中市梧棲區草湳里自強路98號,,,,,597.00g,每包(含包裝274g),73.44%,21.64%,1.07%,0.00%,3.85%,23-005,膨化食品
商品,穀物食品,【喜瑞爾】Funky Mix 水果星球 160g,2501904003,2025/08/11,2027/08/10,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司台中港廠,臺中市梧棲區草湳里自強路98號,,,,,509.00g,每包(含包裝274g),68.61%,25.91%,0.98%,0.00%,4.50%,23-005,膨化食品
商品,穀物食品,【喜瑞爾】浪漫草莓脆片 185g,2501904002,2025/08/11,2027/08/10,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司台中港廠,臺中市梧棲區草湳里自強路98號,,,,,626.00g,每包(含包裝303g),67.71%,23.68%,1.09%,0.00%,7.52%,23-005,膨化食品
商品,穀物食品,【喜瑞爾】 濃情巧克力脆片 185g,2501904001,2025/08/11,2027/08/10,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司台中港廠,臺中市梧棲區草湳里自強路98號,,,,,644.00g,每包(含包裝305g),72.65%,22.54%,1.08%,0.00%,3.73%,23-005,膨化食品
商品,穀物食品,【喜瑞爾】香甜玉米脆片185g,2501904005,2025/08/11,2027/08/10,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司台中港廠,臺中市梧棲區草湳里自強路98號,,,,,553.00g,每包(含包裝304g),81.42%,13.20%,1.04%,0.00%,4.34%,23-005,膨化食品
服務,2024年高雄國際食品展覽會,-,2518202003,2025/06/18,2027/06/17,有效,經濟部國際貿易署,03722109,高雄展覽館,高雄市前鎮區成功二路39號,經濟部國際貿易署,臺北市中正區湖口街1號,,,4.00kg,每平方公尺 (2024/10/24-2024/10/27),5.41%,87.09%,0.00%,0.00%,7.50%,23-012,會議與展覽
服務,TASS2024亞洲永續供應＋循環經濟會展,-,2518202002,2025/05/27,2027/05/26,有效,茵康國際會議顧問股份有限公司,22422911,茵康國際會議顧問股份有限公司,臺北市信義區基隆路一段333號4樓,,,,,3.00kg,每平方公尺(2024/11/06-2024/11/08),9.17%,70.67%,0.00%,0.00%,20.16%,23-012,會議與展覽
服務,2024 數位亞洲大會,-,2518202001,2025/05/28,2027/05/27,有效,台北市廣告代理商業同業公會,04173518,台北市廣告代理商業同業公會,臺北市信義區松德路161號21樓,台北君悅酒店,臺北市信義區松壽路2號,,,10.00kg,每平方公尺(2024/09/03-2024/09/05),30.59%,69.32%,0.00%,0.00%,0.09%,23-012,會議與展覽
服務,2024台灣五金展,-,2518202004,2025/07/10,2027/07/09,有效,開國有限公司,31096640,台北南港展覽館二館,臺北市南港區經貿二路2號,開國有限公司,臺北市中山區德惠街9號8樓之3,,,4.00kg,每平方公尺(2024-10-23至2024-10-25),22.55%,67.63%,0.00%,0.00%,9.82%,23-012,會議與展覽
商品,MOD（Multimedia on Demand）機上盒,505B,2508528002,2025/07/15,2030/07/14,有效,中華電信股份有限公司,96979933,百一電子股份有限公司,桃園市中壢區自強一路3號,中華系統整合股份有限公司,臺北市文山區木柵路3段85巷8弄2之1號,東莞百一電子有限公司,東莞市大朗鎮松柏朗村新園二路55號,61.00kg,每台 MOD（Multimedia on Demand）機上盒（型號：505B）,74.25%,2.09%,0.22%,20.99%,2.45%,23-002,用戶端網路通信設備
商品,家用無線區域網路接取器,WG620443-TC,2408517001,2025/02/20,2030/02/19,有效,中華電信股份有限公司,96979933,越南智易科技責任有限公司,"越南永福省平川縣善計社永福昇龙工業區D4,D5,D6地段",,,,,34.00kg,1 台 (含包材 646.5 g),20.95%,2.75%,0.12%,75.93%,0.25%,23-002,用戶端網路通信設備
商品,MOD（Multimedia on Demand）機上盒,505A,2508528001,2025/05/20,2030/05/19,有效,中華電信股份有限公司,96979933,南寧市歐韋電子科技有限公司,廣西壯族自治區南寧市賓陽縣黎塘鎮黎塘工業園區黎塘石鼓嶺產業園區標準廠房1號樓1-6層、2號樓1-6層,華電聯網股份有限公司新竹辦公室,新竹市東區關新路27號16樓-1,中華電信股份有限公司電信研究院,桃園市楊梅區電研路99號,39.00kg,每台 MOD（Multimedia on Demand）機上盒（型號：505A），產品重量253公克,45.61%,2.64%,0.01%,50.46%,1.28%,23-002,用戶端網路通信設備
商品,光纖數據機,Nokia G-040G-Q (無 Wi-Fi),2508517002,2025/06/03,2027/06/02,有效,正文科技股份有限公司,22960571,正文越南有限公司,越南河南省維仙市維明坊同文二工業區,,,,,29.00kg,每台,45.75%,2.95%,0.20%,50.85%,0.25%,23-002,用戶端網路通信設備
商品,光纖數據機,Nokia G-0425G-Q (內建Wi-Fi),2508517003,2025/06/03,2027/06/02,有效,正文科技股份有限公司,22960571,正文越南有限公司,越南河南省維仙市維明坊同文二工業區,,,,,36.00kg,每台,34.42%,2.49%,0.17%,62.71%,0.21%,23-002,用戶端網路通信設備
商品,家用無線區域網路接收器,ZYXEL WX3400-T0 Series,2508517001,2025/03/05,2030/03/04,有效,中華電信股份有限公司,96979933,盟創科技股份有限公司,新竹市東區新竹科學園區新竹縣寶山鄉創新二路6號,,,,,80.00kg,1台(含包裝619.8 g),10.39%,0.65%,10.74%,76.41%,1.81%,23-002,用戶端網路通信設備
商品,MOD（Multimedia on Demand）機上盒,504A,2408528001,2024/06/01,2029/05/31,有效,中華電信股份有限公司,96979933,南寧市歐韋電子科技有限公司,廣西壯族自治區南寧市賓陽縣黎塘鎮黎塘工業園區黎塘石鼓嶺產業園區標準廠房1號樓1-6層、2號樓1-6層,華電聯網股份有限公司新竹辦公室,新竹市東區關新路27號16樓-1,中華電信股份有限公司,臺北市中正區信義路一段21-3號（總公司）；桃園市楊梅區電研路99號（中華電信研究院）,50.00kg,每台 MOD（Multimedia on Demand）機上盒（型號：504A），產品重量320.514公克,48.60%,6.02%,0.13%,44.27%,0.98%,23-002,用戶端網路通信設備
商品,MOD（Multimedia on Demand）機上盒,504B,2408528002,2024/06/01,2029/05/31,有效,中華電信股份有限公司,96979933,東莞百一電子有限公司,東莞市大朗鎮松柏朗村新園二路55號,百一電子股份有限公司,桃園市中壢區東園路69號,中華電信股份有限公司,臺北市中正區信義路一段21-3號（總公司）；桃園市楊梅區電研路99號（中華電信研究院）,55.00kg,每台 MOD（Multimedia on Demand）機上盒（型號：504B），產品重量302.099公克,53.72%,6.59%,0.06%,38.80%,0.83%,23-002,用戶端網路通信設備
服務,場館服務,-,2519312002,2025/07/18,2027/07/17,有效,中國青年救國團臺北市南港運動中心,48827971,中國青年救國團臺北市南港運動中心,臺北市南港區玉成街69號,,,,,26.00g,每平方公尺-每小時,1.90%,97.70%,0.00%,0.00%,0.40%,23-009,場館服務
服務,館場服務,-,2519312001,2025/05/30,2027/05/29,有效,頂尖運動行銷股份有限公司新莊營業所,42226402,新北市新莊國民運動中心,新北市新莊區公園路11號,,,,,21.00g,每平方公尺-每小時,37.33%,62.27%,0.00%,0.00%,0.40%,23-009,場館服務
服務,HiLink VPN企業專屬網路,-,2516102001,2025/05/22,2027/05/21,有效,中華電信股份有限公司網路技術分公司,96979976,中華電信股份有限公司網路技術分公司,臺北市中正區杭州南路一段28號之1號,,,,,14.00mg,"每 MByte,HiLink VPN 企業專屬網路",0.04%,99.82%,0.00%,0.00%,0.14%,24-001,通訊及網路服務
服務,國內數據電路服務,-,2516101004,2025/09/22,2027/09/21,有效,中華電信股份有限公司企業客戶分公司,27950876,中華電信總公司,臺北市中正區信義路一段21號,南二機房,臺北市中正區杭州南路1段28-1號,,,1.00kg,每MByte國內數據電路服務,0.06%,99.81%,0.00%,0.00%,0.13%,24-001,通訊及網路服務
服務,中華電信CDN內容遞送網路,-,2516102002,2025/05/22,2027/05/21,有效,中華電信股份有限公司網路技術分公司,96979976,中華電信股份有限公司網路技術分公司,臺北市中正區信義路一段21號,中華電信股份有限公司網路技術分公司,臺北市中正區杭州南路一段28號之1號,,,2.00mg,"每 MByte,中華電信 CDN 內容遞送網路",0.00%,99.89%,0.00%,0.00%,0.11%,24-001,通訊及網路服務
服務,中華電信5G行動上網服務,-,2516101001,2025/02/14,2030/02/13,有效,中華電信股份有限公司,96979933,行動北區營運處,臺北市大安區愛國東路35號8樓,行動中區營運處,臺中市北區梅亭街536號,行動南區營運處，共計602個據點,高雄市三民區大昌二路28號,123.00mg,每MByte(網路傳輸，5G行動上網服務),0.65%,99.34%,0.00%,0.00%,0.01%,24-001,通訊及網路服務
服務,中華電信市話服務,-,2516101002,2025/02/14,2030/02/13,有效,中華電信股份有限公司,96979933,南二機房，共計973個據點,臺北市中正區信義路一段21號電話大樓,,,,,23.00g,每分鐘(語音傳輸),0.48%,99.49%,0.00%,0.00%,0.03%,24-001,通訊及網路服務
