產品類型,產品名稱,產品型號,碳標籤證書,,,,公司/團體名稱,統一編號/農畜牧登字,生產廠場/服務廠場,,,,,,碳足跡數據,宣告單位,產品生命週期各階段碳足跡比例,,,,,採用產品類別規則(PCR),
,,,證書編號,生效日期,有效期限,狀態,,,名稱(1),地址(1),名稱(2),地址(2),名稱(3),地址(3),,,原料取得,製造/服務,配送銷售,使用,廢棄回收,編號,名稱
服務,中華電信HiNet上網(含光世代電路)服務,-,2516101003,2025/02/14,2030/02/13,有效,中華電信股份有限公司,96979933,南二機房，共計1004個據點,臺北市中正區信義路一段21號電話大樓,,,,,7.00mg,每MByte(網路傳輸，16M/3M~2G/1G),0.15%,99.83%,0.00%,0.00%,0.02%,24-001,通訊及網路服務
商品,NW09固定窗(寬701~800mm*高801~900mm),BNW9F00,2503925001,2025/05/22,2030/05/21,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司,嘉義縣新港鄉中洋村中洋工業區2號(門窗廠),,,,,35.00kg,"每樘(寬701~800mm*高801~900mm,12.33公斤,PVC材質)",96.15%,2.81%,0.23%,0.19%,0.62%,23-016,塑膠製門、窗(含帷幕)
商品,NW09推開(射)窗(寬701~800mm*高1101~1200mm),BNW9K0,2503925002,2025/05/22,2030/05/21,有效,南亞塑膠工業股份有限公司,75370905,南亞塑膠工業股份有限公司,嘉義縣新港鄉中洋村中洋工業區2號(門窗廠),,,,,89.00kg,"每樘(寬701~800mm*高1101~1200mm,28.36公斤,PVC材質)",98.10%,1.10%,0.29%,0.08%,0.43%,23-016,塑膠製門、窗(含帷幕)
商品,梅花肉片300公克,861D,2100203017,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.64%,13.30%,1.03%,3.73%,0.30%,19-014,家畜禽肉及食用雜碎
商品,大骨900公克,8711,2100203026,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,6.00kg,每包(900g),80.06%,13.54%,2.40%,3.82%,0.18%,19-014,家畜禽肉及食用雜碎
商品,豬腳900公克,8713,2100203027,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,6.00kg,每包(900g),80.06%,13.54%,2.40%,3.82%,0.18%,19-014,家畜禽肉及食用雜碎
商品,豬肚400公克,8715,2100203028,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,3.00kg,每包(400g),81.32%,13.61%,1.05%,3.83%,0.19%,19-014,家畜禽肉及食用雜碎
商品,豬心375公克,8729,2100203029,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,3.00kg,每包(375g),80.55%,13.37%,2.09%,3.75%,0.24%,19-014,家畜禽肉及食用雜碎
商品,中排肉600公克,8741,2100203030,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,4.00kg,每包(600g),81.01%,13.78%,1.22%,3.86%,0.13%,19-014,家畜禽肉及食用雜碎
商品,前腿肉絲300公克,8761,2100203031,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.40%,13.55%,1.05%,3.80%,0.20%,19-014,家畜禽肉及食用雜碎
商品,肉片300公克,8763,2100203032,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.39%,13.56%,1.05%,3.80%,0.20%,19-014,家畜禽肉及食用雜碎
商品,絞肉300公克,8765,2100203033,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.34%,13.60%,1.05%,3.81%,0.20%,19-014,家畜禽肉及食用雜碎
商品,五花火鍋肉片300公克,879D,2100203034,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.55%,13.40%,1.04%,3.76%,0.25%,19-014,家畜禽肉及食用雜碎
商品,梅花肉片1.5公斤,861E,2100203035,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,10.00kg,每包(1.5kg),78.15%,13.08%,4.84%,3.68%,0.25%,19-014,家畜禽肉及食用雜碎
商品,五花肉600公克,8624,2100203018,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,4.00kg,每包(600g),81.00%,13.78%,1.22%,3.87%,0.13%,19-014,家畜禽肉及食用雜碎
商品,五花肉片3公斤,861F,2100203036,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.73%,13.43%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,五花肉3公斤,8641,2100203037,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.70%,13.46%,4.97%,3.79%,0.08%,19-014,家畜禽肉及食用雜碎
商品,腱肉3公斤,8642,2100203038,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.70%,13.46%,4.97%,3.79%,0.08%,19-014,家畜禽肉及食用雜碎
商品,小排肉3公斤,8644,2100203039,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.74%,13.42%,4.96%,3.78%,0.10%,19-014,家畜禽肉及食用雜碎
商品,精製絞肉3公斤,8674,2100203040,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,里肌豬排3公斤,8676,2100203041,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.73%,13.43%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,帶骨里肌豬排3公斤,8677,2100203042,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.73%,13.43%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,腱肉600公克,8625,2100203019,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,4.00kg,每包(600g),81.00%,13.78%,1.22%,3.87%,0.13%,19-014,家畜禽肉及食用雜碎
商品,小排肉600公克,8626,2100203020,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,4.00kg,每包(600g),81.00%,13.78%,1.22%,3.87%,0.13%,19-014,家畜禽肉及食用雜碎
商品,里肌火鍋肉片300公克,8661,2100203021,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.64%,13.30%,1.03%,3.73%,0.30%,19-014,家畜禽肉及食用雜碎
商品,腰內肉400公克,8664,2100203022,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,3.00kg,每包(400g),81.07%,13.82%,1.07%,3.89%,0.15%,19-014,家畜禽肉及食用雜碎
商品,里肌豬排300公克,8665,2100203023,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.39%,13.56%,1.05%,3.80%,0.20%,19-014,家畜禽肉及食用雜碎
商品,豬肝300公克,8671,2100203024,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),81.47%,13.46%,1.04%,3.78%,0.25%,19-014,家畜禽肉及食用雜碎
商品,龍骨600公克,8709,2100203025,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,4.00kg,每包(600g),80.99%,13.78%,1.22%,3.86%,0.15%,19-014,家畜禽肉及食用雜碎
商品,龍骨3公斤,8710,2100203043,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,大骨3公斤,8712,2100203044,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,豬腳3公斤,8714,2100203045,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,中排肉3公斤,8742,2100203046,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.74%,13.42%,4.96%,3.78%,0.10%,19-014,家畜禽肉及食用雜碎
商品,五花肉丁3公斤,8748,2100203047,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,前腿肉絲3公斤,8762,2100203048,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.73%,13.43%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,肉片3公斤,8764,2100203049,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.73%,13.43%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,絞肉3公斤,8766,2100203050,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,肉丁3公斤,8770,2100203051,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區人和里義士路5段690號食品廠區,,,20.00kg,每包(3kg),77.72%,13.44%,4.97%,3.78%,0.09%,19-014,家畜禽肉及食用雜碎
商品,精製絞肉300公克,8673,2100203001,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),76.00%,19.95%,0.02%,3.59%,0.44%,19-014,家畜禽肉及食用雜碎
商品,安心豚梅花肉片200公克,860F,2100203002,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(200g),77.11%,18.54%,0.02%,3.72%,0.61%,19-014,家畜禽肉及食用雜碎
商品,安心豚里肌火鍋肉片200公克,860G,2100203003,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(200g),77.11%,18.54%,0.02%,3.72%,0.61%,19-014,家畜禽肉及食用雜碎
商品,安心豚白玉五花肉片200公克,876A,2100203004,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(200g),77.11%,18.54%,0.02%,3.72%,0.61%,19-014,家畜禽肉及食用雜碎
商品,安心豚梅花肉排300公克,877A,2100203005,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),75.94%,19.95%,0.08%,3.59%,0.44%,19-014,家畜禽肉及食用雜碎
商品,安心豚里肌肉排300公克,877B,2100203006,2021/07/02,2026/07/01,有效,台灣糖業股份有限公司畜殖事業部,99128943,台灣糖業股份有限公司新營副產加工廠食品工場,臺南市柳營區義士路五段690號食品廠區,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉中山路122號,,,2.00kg,每包(300g),75.94%,19.95%,0.08%,3.59%,0.44%,19-014,家畜禽肉及食用雜碎
